accession,gi,species,kingdom,phylum,class,order,family,genus
NC_013605.1,189493,Simenchelys parasitica,Animalia,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Simenchelys
NC_005805.1,118154,Synaphobranchus kaupii,Animalia,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Synaphobranchus
NC_003178.1,143306,Ateleopus japonicus,Animalia,Chordata,Teleostei,Ateleopodiformes,Ateleopodidae,Ateleopus
NC_003179.1,143307,Ijimaia dofleini,Animalia,Chordata,Teleostei,Ateleopodiformes,Ateleopodidae,Ijimaia
NC_036768.1,215336,Atherinomorus lacunosus,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinomorus
NC_035147.1,69132,Atherinosoma microstoma,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinosoma
NC_035148.1,753902,Craterocephalus eyresii,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Craterocephalus
NC_004386.1,126353,Hypoatherina tsurugae,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Hypoatherina
NC_024883.1,370629,Chirostoma humboldtianum,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Chirostoma
NC_011174.1,238744,Menidia menidia,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia
NC_034336.1,206112,Bedotia geayi,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Bedotia
NC_028090.1,32458,Glossolepis incisus,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Glossolepis
NC_036767.1,215335,Iriatherina werneri,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Iriatherina
NC_028208.1,1250792,Melanotaenia boesemani,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia
NC_004385.1,120839,Melanotaenia lacustris,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia
NC_026904.1,120830,Melanotaenia parkinsoni,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia
NC_030253.1,238736,Melanotaenia praecox,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia
NC_028280.1,33519,Melanotaenia splendida,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia
NC_011178.1,492020,Iso hawaiiensis,Animalia,Chordata,Teleostei,Atheriniformes,Notocheiridae,Iso
NC_003160.1,143313,Chlorophthalmus agassizi,Animalia,Chordata,Teleostei,Aulopiformes,Chlorophthalmidae,Chlorophthalmus
NC_027654.1,197546,Chlorophthalmus nigromarginatus,Animalia,Chordata,Teleostei,Aulopiformes,Chlorophthalmidae,Chlorophthalmus
NC_003161.1,143314,Harpadon microchir,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Harpadon
NC_023980.1,1481781,Saurida microlepis,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Saurida
NC_003162.1,143315,Saurida undosquamis,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Saurida
NC_025940.1,315323,Saurida wanieso,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Saurida
NC_007228.1,261076,Synodus variegatus,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus
NC_006920.1,262771,Porichthys myriaster,Animalia,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,Porichthys
NC_034775.1,104658,Oryzias curvinotus,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias
NC_012976.1,291360,Oryzias dancena,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias
NC_012981.1,123683,Oryzias javanicus,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias
NC_004387.1,8090,Oryzias latipes,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias
NC_012979.1,104659,Oryzias luzonensis,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias
NC_012975.1,123685,Oryzias minutillus,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias
NC_011180.1,129035,Ablennes hians,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Ablennes
NC_026998.1,293994,Strongylura anastomella,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura
NC_036720.1,123223,Cheilopogon agoo,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_029729.1,1809738,Cheilopogon arcticeps,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_029730.1,858497,Cheilopogon atrisignis,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_036721.1,489441,Cheilopogon cyanopterus,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_039356.1,307590,Cheilopogon pinnatibarbatus,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_039400.1,293914,Cheilopogon spilonotopterus,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_029728.1,933979,Cheilopogon unicolor,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon
NC_007403.1,283373,Cypselurus hiraii,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cypselurus
NC_003184.1,143332,Exocoetus volitans,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Exocoetus
NC_039357.1,454056,Hirundichthys rondeletii,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Hirundichthys
NC_036719.1,129057,Parexocoetus brachypterus,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Parexocoetus
NC_036722.1,938400,Prognichthys sealei,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Prognichthys
NC_034337.1,207619,Dermogenys pusilla,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Dermogenys
NC_042259.1,435156,Hyporhamphus dussumieri,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus
NC_026467.1,1607840,Hyporhamphus intermedius,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus
NC_042260.1,509747,Hyporhamphus limbatus,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus
NC_039423.1,129051,Hyporhamphus quoyi,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus
NC_011173.1,293917,Hyporhamphus sajori,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus
NC_003183.1,129043,Cololabis saira,Animalia,Chordata,Teleostei,Beloniformes,Scomberesocidae,Cololabis
NC_008128.1,181433,Anomalops katoptron,Animalia,Chordata,Teleostei,Beryciformes,Anomalopidae,Anomalops
NC_004391.1,88656,Anoplogaster cornuta,Animalia,Chordata,Teleostei,Beryciformes,Anoplogastridae,Anoplogaster
NC_004393.1,107241,Beryx decadactylus,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx
NC_013845.1,182780,Beryx mollis,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx
NC_003188.1,88663,Beryx splendens,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx
NC_008126.1,181431,Diretmoides veriginae,Animalia,Chordata,Teleostei,Beryciformes,Diretmidae,Diretmoides
NC_008127.1,88682,Diretmus argenteus,Animalia,Chordata,Teleostei,Beryciformes,Diretmidae,Diretmus
NC_003189.1,47700,Myripristis berndti,Animalia,Chordata,Teleostei,Beryciformes,Holocentridae,Myripristis
NC_004394.1,181437,Ostichthys japonicus,Animalia,Chordata,Teleostei,Beryciformes,Holocentridae,Ostichthys
NC_004395.1,181438,Sargocentron rubrum,Animalia,Chordata,Teleostei,Beryciformes,Holocentridae,Sargocentron
NC_030597.1,47712,Sargocentron spiniferum,Animalia,Chordata,Teleostei,Beryciformes,Holocentridae,Sargocentron
NC_003187.1,143337,Hoplostethus japonicus,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus
NC_004699.1,42486,Phenacogrammus interruptus,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Phenacogrammus
NC_015801.1,303996,Chilodus punctatus,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Chilodus
NC_026873.1,387485,Brycon henni,Animalia,Chordata,Teleostei,Characiformes,Characidae,Brycon
NC_024938.1,126315,Brycon orbignyanus,Animalia,Chordata,Teleostei,Characiformes,Characidae,Brycon
NC_004700.1,42552,Chalceus macrolepidotus,Animalia,Chordata,Teleostei,Characiformes,Characidae,Chalceus
NC_042882.1,930246,Gephyrocharax atracaudatus,Animalia,Chordata,Teleostei,Characiformes,Characidae,Gephyrocharax
NC_026195.1,1545851,Grundulus bogotensis,Animalia,Chordata,Teleostei,Characiformes,Characidae,Grundulus
NC_022724.1,681919,Hasemania nana,Animalia,Chordata,Teleostei,Characiformes,Characidae,Hasemania
NC_027946.1,206484,Hemigrammus bleheri,Animalia,Chordata,Teleostei,Characiformes,Characidae,Hemigrammus
NC_039113.1,138550,Metynnis hypsauchen,Animalia,Chordata,Teleostei,Characiformes,Characidae,Metynnis
NC_039115.1,42550,Myloplus rubripinnis,Animalia,Chordata,Teleostei,Characiformes,Characidae,Myloplus
NC_028279.1,42492,Paracheirodon innesi,Animalia,Chordata,Teleostei,Characiformes,Characidae,Paracheirodon
NC_025315.2,42529,Piaractus brachypomus,Animalia,Chordata,Teleostei,Characiformes,Characidae,Piaractus
NC_024940.1,42528,Piaractus mesopotamicus,Animalia,Chordata,Teleostei,Characiformes,Characidae,Piaractus
NC_015840.1,42514,Pygocentrus nattereri,Animalia,Chordata,Teleostei,Characiformes,Characidae,Pygocentrus
NC_024941.1,930266,Salminus brasiliensis,Animalia,Chordata,Teleostei,Characiformes,Characidae,Salminus
NC_015805.1,42556,Citharinus congicus,Animalia,Chordata,Teleostei,Characiformes,Citharinidae,Citharinus
NC_015836.1,169289,Distichodus sexfasciatus,Animalia,Chordata,Teleostei,Characiformes,Citharinidae,Distichodus
NC_025951.1,1577992,Curimata mivartii,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Curimata
NC_025950.1,1577991,Ichthyoelephas longirostris,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Ichthyoelephas
NC_027689.1,370024,Prochilodus argenteus,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Prochilodus
NC_027690.1,357590,Prochilodus costatus,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Prochilodus
NC_024939.1,27695,Prochilodus lineatus,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Prochilodus
NC_037712.1,1836194,Prochilodus vimboides,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Prochilodus
NC_015813.1,642551,Hydrolycus scomberoides,Animalia,Chordata,Teleostei,Characiformes,Cynodontidae,Hydrolycus
NC_015834.1,42612,Apareiodon affinis,Animalia,Chordata,Teleostei,Characiformes,Hemiodontidae,Apareiodon
NC_015819.1,42563,Hepsetus odoe,Animalia,Chordata,Teleostei,Characiformes,Hepsetidae,Hepsetus
NC_006913.1,221863,Chirocentrus dorab,Animalia,Chordata,Teleostei,Clupeiformes,Chirocentridae,Chirocentrus
NC_037017.1,224703,Alosa aestivalis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa
NC_028275.1,469658,Alosa alabamae,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa
NC_009575.1,278164,Alosa alosa,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa
NC_037016.1,469659,Alosa mediocris,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa
NC_009576.1,34774,Alosa pseudoharengus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa
NC_014690.1,34773,Alosa sapidissima,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa
NC_035064.1,997022,Amblygaster sirm,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Amblygaster
NC_021446.1,604079,Anodontostoma chacunda,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Anodontostoma
NC_014266.1,224708,Brevoortia tyrannus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Brevoortia
NC_018600.1,403224,Clupanodon thrissa,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupanodon
NC_009577.1,7950,Clupea harengus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea
NC_009578.1,30724,Clupea pallasii,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea
NC_016702.1,689640,Clupeichthys aesarnensis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupeichthys
NC_016721.1,1285244,Clupeichthys goniognathus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupeichthys
NC_016705.1,689641,Clupeichthys perakensis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupeichthys
NC_016709.1,689646,Clupeoides borneensis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupeoides
NC_015109.1,501719,Clupeonella cultriventris,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupeonella
NC_008107.1,336262,Dorosoma cepedianum,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma
NC_009580.1,224713,Dorosoma petenense,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma
NC_035063.1,454028,Dussumieria elopsoides,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dussumieria
NC_016717.1,689649,Ehirava fluviatilis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Ehirava
NC_016706.1,454032,Escualosa thoracata,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Escualosa
NC_009582.1,297798,Ethmalosa fimbriata,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Ethmalosa
NC_016710.1,691795,Ethmidium maculatum,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Ethmidium
NC_009583.1,224716,Etrumeus teres,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Etrumeus
NC_016715.1,691797,Gudusia chapra,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Gudusia
NC_016667.1,224705,Harengula jaguana,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Harengula
NC_016671.1,521031,Hyperlophus vittatus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Hyperlophus
NC_006917.1,221866,Jenkinsia lamprotaenia,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Jenkinsia
NC_016694.1,365056,Konosirus punctatus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Konosirus
NC_016683.1,521034,Microthrissa royauxi,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Microthrissa
NC_021447.1,1300979,Nematalosa come,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Nematalosa
NC_009586.1,373250,Nematalosa japonica,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Nematalosa
NC_023824.1,568884,Nematalosa nasus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Nematalosa
NC_016678.1,689626,Odaxothrissa losera,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Odaxothrissa
NC_009590.1,402404,Odaxothrissa vittata,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Odaxothrissa
NC_009591.1,402406,Pellonula leonensis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Pellonula
NC_016674.1,689653,Potamalosa richmondia,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Potamalosa
NC_016688.1,689628,Potamothrissa acutirostris,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Potamothrissa
NC_016698.1,521036,Potamothrissa obtusirostris,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Potamothrissa
NC_009592.1,27697,Sardina pilchardus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardina
NC_016726.1,96886,Sardinella albella,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella
NC_037131.1,529116,Sardinella gibbosa,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella
NC_039553.1,392307,Sardinella lemuru,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella
NC_033407.1,96888,Sardinella longiceps,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella
NC_009587.1,196072,Sardinella maderensis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella
NC_002616.1,41697,Sardinops melanostictus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinops
NC_009588.1,373251,Spratelloides delicatulus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Spratelloides
NC_009589.1,365052,Spratelloides gracilis,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Spratelloides
NC_016673.1,691801,Sprattus antipodum,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus
NC_016669.1,691800,Sprattus muelleri,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus
NC_009593.1,196075,Sprattus sprattus,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus
NC_016682.1,373995,Tenualosa ilisha,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Tenualosa
NC_016719.1,691798,Tenualosa thibaudeaui,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Tenualosa
NC_016700.1,445363,Tenualosa toli,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Tenualosa
NC_007889.1,299321,Denticeps clupeoides,Animalia,Chordata,Teleostei,Clupeiformes,Denticipitidae,Denticeps
NC_014265.1,501721,Amazonsprattus scintilla,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Amazonsprattus
NC_026912.1,411919,Coilia brachygnathus,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
NC_023538.1,363190,Coilia grayii,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
NC_014271.1,686568,Coilia lindmani,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
NC_019644.1,286537,Coilia mystus,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
NC_009579.1,365059,Coilia nasus,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
NC_014276.1,686569,Coilia reynaldi,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
NC_009581.1,184585,Engraulis encrasicolus,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis
NC_003097.1,42892,Engraulis japonicus,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis
NC_041097.1,239368,Engraulis mordax,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis
NC_042728.1,217494,Engraulis ringens,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis
NC_014279.1,458582,Lycengraulis grossidens,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Lycengraulis
NC_014277.1,686571,Lycothrissa crocodilus,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Lycothrissa
NC_020468.1,411569,Setipinna taty,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Setipinna
NC_033521.1,529104,Stolephorus commersonnii,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Stolephorus
NC_042729.1,1892721,Stolephorus insularis,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Stolephorus
NC_042684.1,686574,Stolephorus waitei,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Stolephorus
NC_014264.1,501720,Thryssa baelama,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
NC_035065.1,1150470,Thryssa dussumieri,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
NC_036672.1,435229,Thryssa hamiltonii,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
NC_029940.1,435230,Thryssa kammalensis,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
NC_038196.1,435231,Thryssa setirostris,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
NC_039819.1,1003815,Thryssa vitrirostris,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
NC_009584.1,373249,Ilisha africana,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
NC_009585.1,365054,Ilisha elongata,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
NC_035062.1,1267197,Opisthopterus tardoore,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Opisthopterus
NC_014268.1,260506,Pellona flavipinnis,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Pellona
NC_006919.1,221869,Sundasalanx mekongensis,Animalia,Chordata,Teleostei,Clupeiformes,Sundasalangidae,Sundasalanx
NC_016725.1,689624,Sundasalanx praecox,Animalia,Chordata,Teleostei,Clupeiformes,Sundasalangidae,Sundasalanx
NC_031582.1,643435,Aborichthys elongatus,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Aborichthys
NC_033958.1,425510,Acanthocobitis botia,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Acanthocobitis
NC_033959.1,425497,Acanthocobitis zonalternans,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Acanthocobitis
NC_027192.1,135647,Barbatula barbatula,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Barbatula
NC_022858.1,341128,Barbatula nuda,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Barbatula
NC_008670.1,357282,Barbatula toni,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Barbatula
NC_033954.1,425500,Barbucca diabolica,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Barbucca
NC_030335.1,241442,Beaufortia kweichowensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Beaufortia
NC_027291.1,297510,Beaufortia szechuanensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Beaufortia
NC_029440.1,1396451,Bhavania australis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Bhavania
NC_031642.1,533311,Ellopostoma mystax,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Ellopostoma
NC_033955.1,1001929,Homaloptera confuzona,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Homaloptera
NC_033953.1,1001928,Homaloptera ocellata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Homaloptera
NC_031635.1,643393,Homaloptera ogilviei,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Homaloptera
NC_031636.1,425503,Homalosoma hainanensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Homalosoma
NC_024606.1,278181,Jinshaia abbreviata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Jinshaia
NC_024598.1,241446,Jinshaia sinensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Jinshaia
NC_029385.1,154348,Lefua costata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Lefua
NC_004696.1,149982,Lefua echigonia,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Lefua
NC_027662.1,187331,Lefua nikkonis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Lefua
NC_024609.1,241444,Lepturichthys fimbriata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Lepturichthys
NC_031626.1,425516,Mesonoemacheilus triangularis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Mesonoemacheilus
NC_025297.1,340416,Metahomaloptera omeiensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Metahomaloptera
NC_031639.1,643395,Nemacheilus pallidus,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Nemacheilus
NC_033952.1,1001941,Neohomaloptera johorensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Neohomaloptera
NC_032384.1,1926309,Oreonectes furcocaudalis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Oreonectes
NC_031579.1,341095,Oreonectes platycephalus,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Oreonectes
NC_023267.1,1435194,Plesiomyzon baotingensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Plesiomyzon
NC_030759.1,425505,Pseudogastromyzon fasciatus,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
NC_029439.1,1396429,Pseudogastromyzon myersi,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
NC_008679.1,357288,Schistura balteata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_031640.1,596149,Schistura corica,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_034778.1,143400,Schistura fasciolata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_029437.1,1396425,Schistura geisleri,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_031584.1,643350,Schistura jarutanini,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_031580.1,643347,Schistura kaysonei,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_031585.1,643351,Schistura notostigma,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_031638.1,643394,Schistura pridii,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_034746.1,1136805,Schistura sikmaiensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Schistura
NC_031577.1,643346,Sewellia albisuera,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Sewellia
NC_015534.1,516038,Sewellia lineolata,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Sewellia
NC_011922.1,241472,Sinogastromyzon puliensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Sinogastromyzon
NC_024534.1,241451,Sinogastromyzon sichangensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Sinogastromyzon
NC_036741.1,278182,Sinogastromyzon szechuanensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Sinogastromyzon
NC_024597.1,1324795,Triplophysa anterodorsalis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_018774.1,595395,Triplophysa bleekeri,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_037924.1,2184430,Triplophysa cuneicephala,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_037925.1,1582913,Triplophysa dalaica,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_029423.1,1783473,Triplophysa dorsalis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_030505.1,341127,Triplophysa orientalis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_033972.1,1792974,Triplophysa pappenheimi,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_025632.1,1564187,Triplophysa robusta,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_019587.1,992332,Triplophysa rosa,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
